ID,Nombre,Tipo,Director,Guionista1,Guionista2,Duración,Puntuación,Argumento
tt10029026,Shed,Short,Harvey Gardner,No especificado,No especificado,No especificado,No especificado,No especificado
tt10032562,The Supreme Court,Short,Brian T. Elliott,No especificado,No especificado,No especificado,No especificado,No especificado
tt10033636,Artificial Intelligence,Short,Joey Burke,Joey Burke,Jacob Thomas,5min,No especificado,"Master Stevenson's robot slave, Joshua, feels mistreated by his master and little does he know Master Stevenson has plans unknown to Joshua that later cause him to do the unthinkable."
tt10292966,Guest Star,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10298182,Gone Sightseeing,Short,Celine Gossage,No especificado,No especificado,No especificado,No especificado,No especificado
tt10298054,In the Palace,Short,Nelson Polfliet,No especificado,No especificado,No especificado,No especificado,No especificado
tt10299844,Confront your destiny,Short,Joe Arjona,No especificado,No especificado,No especificado,No especificado,No especificado
tt10312782,1918: A Dark Tome Story,Short,Jeremy Kasten,Fred Greenhalgh,Jeremy Kasten,19min,No especificado,"In the Fall of 1918, college student Milton Ford meets the enigmatic Professor Sparks, a man whose radical ideas about sex and magic throw into question everything about Milton's religious Maine upbringing. After a decadent salon at Sparks's apartment, something's unleashed that shatters Milton's world around him."
tt10314074,Valencia,Short,Chris Paraskevas,No especificado,No especificado,No especificado,No especificado,No especificado
tt10319618,Don't Be So Trashy!,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10318670,El Charro,Short,Daniel Angeles,Daniel Angeles,No especificado,No especificado,3.9,A group of friends decides to camp out of town without imagining that something dark is watching them.
tt10316392,Frames,Short,Anna Remus,Anna Remus,Audrey Seybold,No especificado,No especificado,A film about personal transformation and not limiting oneself.
tt10322784,El Encanto de la Oscuridad: Parte 2,Movie,Luis Fernando Del Angel,No especificado,No especificado,No especificado,No especificado,No especificado
tt10324120,Shen hai ju yao 2,Movie,Dawei Miao,Siu-Wong Fan,Chao Jiang,1h 18min,No especificado,
tt10326756,Burn for You,Short,Luiis Hule,Audrey Ero,Luiis Hule,5min,No especificado,"Brianna turns to witchcraft to turn back time and fix her relationship, but fate has a fickle way of punishing her for messing with time."
tt10255812,Eidolon,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10252588,uBizo,Short,Natalia Bombala,No especificado,No especificado,No especificado,No especificado,No especificado
tt10260858,Let Me Out,Short,Amr Akef,No especificado,No especificado,No especificado,No especificado,No especificado
tt10264088,Graveyard Shift,Short,Patrick Kirschner,No especificado,No especificado,No especificado,No especificado,No especificado
tt10267050,Nowhere to Run,Short,Richard Clarke,No especificado,No especificado,No especificado,No especificado,No especificado
tt10268280,Bait,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10270944,Monster Pool: Chapter Four,Movie,Julian Bate-Vergette,Kimberly Bowie,April Campbell,No especificado,4.5,"The fourth installment in our yearly Horror Anthology form Ottawa, Canada. This time, we tell stories focused on the dark side of technology."
tt10280602,Hide & Seek,Short,Grant Housley,Savanah Duckett,Heidi Lechuga,7min,No especificado,Four girls' innocent game of hide and seek takes a turn when they realize they are not alone.
tt10278790,Gags: Terror Surrounds You,Short,Bradley Scott Sullivan,No especificado,No especificado,No especificado,No especificado,No especificado
tt10296734,Psyche,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10299606,Paranoia Doce,Short,Evandro Scorsin,No especificado,No especificado,No especificado,No especificado,No especificado
tt10306136,Para siempre,Short,Juan Ignacio Martín Blázquez,No especificado,No especificado,No especificado,No especificado,No especificado
tt10318762,Boo.mp4,Short,Jefferson Mendes,No especificado,No especificado,No especificado,No especificado,No especificado
tt10317920,Tata,Short,Elvert Bañares,No especificado,No especificado,No especificado,No especificado,No especificado
tt10323130,Too Dumb to Live,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10323102,Santa Claws,Short,Jerry Collins,No especificado,No especificado,No especificado,No especificado,No especificado
tt10326264,Anthaku Minchi,Movie,Jhoney,Rashmi Gautam,Ajay Ghosh,No especificado,4.8,"Raju (Jai) is a Play Boy who dreams of becoming a millionaire. He comes to know that he can earn 5 cr if he manages to prove the existence of supernatural forces. He sets all his focus on finding a ghostly creature and to his surprise, he notices some weird happenings in his sister's house and strongly believes that he found what he has been looking for."
tt10328678,Inside the Human Lab,Short,Joe Blandamer,No especificado,No especificado,No especificado,No especificado,No especificado
tt1034415,Suspiria,Movie,Luca Guadagnino,Dario Argento,Daria Nicolodi,2h 32min,6.7,Se arremolina en el centro de una reconocida compañía de danza una oscuridad que devorará al director artístico - un joven bailarín ambicioso - y a un psicoterapeuta en duelo. Algunos sucumbirán a la pesadilla. Otros finalmente despertarán.
tt10348880,Enigma-One,Short,Mirzamlk,No especificado,No especificado,No especificado,No especificado,No especificado
tt10350960,Mayonaka no kaidan geinô kakukai no saikyô jitsuwa 17-hen,Movie,Shô Matsuura,Arigatô Ami,Mohammed Yone,No especificado,No especificado,
tt10357598,Residual,Short,Damien Kazan,No especificado,No especificado,No especificado,No especificado,No especificado
tt10355870,The Cavern,Short,Julia Editz,Nicholas Bryant,Julia Editz,No especificado,No especificado,"A young couple in a troubled relationship take the advice of their therapist to get out of the house and go hiking. Though they hope this will allow them communicate in a peaceful place, they soon discover bigger problems."
tt10359704,The Used,Short,Kendall Christianson,No especificado,No especificado,No especificado,No especificado,No especificado
tt10364412,Paranormal RV,Short,Aaron Antaloczy,Aaron Antaloczy,Robert Cosci,9min,No especificado,"After buying the used motorhome of their dreams, a couple's first camping trip turns frightful when they discover it's haunted."
tt10368582,Chinnada Gombe,Movie,Pankaj Baalan,Anjeeshri,No especificado,1h 50min,8.2,
tt10309212,Qaranliq,Movie,Kenan Zeynalov,No especificado,No especificado,No especificado,No especificado,No especificado
tt10305540,Billionaire,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10305860,The Stiletto Departure,Short,Trent Baker,No especificado,No especificado,No especificado,No especificado,No especificado
tt10313874,Dead Lift,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10318874,The Ride,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10322886,Last Night,Short,Derek Boyes,No especificado,No especificado,No especificado,No especificado,No especificado
tt10322172,Hacker's Game redux,Movie,Cyril Morin,No especificado,No especificado,No especificado,No especificado,No especificado
tt10328884,1986,Short,Andrew Manning,No especificado,No especificado,No especificado,No especificado,No especificado
tt10331476,After Dark- Part One,Movie,Mirzamlk,No especificado,No especificado,No especificado,No especificado,No especificado
tt10341620,Laceworms,Short,Liam Van Rooyen,Jackson Gondo,Felipe Kirsten,No especificado,No especificado,Two dystopian thieves find a blind woman hidden deep in a government facility who has the ability to control worms that resemble shoelaces.
tt10340884,Digression,Short,Clay Sandford,No especificado,No especificado,No especificado,No especificado,No especificado
tt10339276,Lang zal ze leven,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10348846,The Walk Reloaded,Short,Mirzamlk,Ansh Beg Mirza,Mohib Beg Mirza,No especificado,No especificado,A Boy walking alone on the busy road at night is terrorized by the stranger.
tt10348898,XXY?,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10351010,A Service to My Gender,Short,Elizabeth Burch-Hudson,No especificado,No especificado,No especificado,No especificado,No especificado
tt10352868,The Words of the Trees,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10361258,Whistleblower,Short,Dan Almasy,No especificado,No especificado,No especificado,No especificado,No especificado
tt10361602,Suspect,Short,Ruairidh Duguid,Ruairidh Duguid,Jack Griffith,1min,No especificado,
tt10363716,Seinfeld II,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10366132,Easter Egg,Movie,Stephen Garnett,Kat Ginsburg,Madison Goodhue,No especificado,No especificado,"Seven genetically engineered girls wake up with supernatural abilities that become stronger when brought together. After a wild night they awaken to a world that is very different from the one they have always known as ""reality"""
tt10369654,Against Time,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10373752,Beyond Repair,Short,Chadlee Skrikker,No especificado,No especificado,No especificado,No especificado,No especificado
tt10378256,"Yesterday, Tomorrow",Short,Eddie Hanratty,Eddie Hanratty,Edgar Tomas Lopez,5min,No especificado,A survivor desperately tries to get his friend to safety in the mist of chaos due to an apocalyptic event.
tt10011782,He's Mine,Short,Vladislav Rytkov,No especificado,No especificado,No especificado,No especificado,No especificado
tt10009368,Afganistanii,Short,Adrian Silisteanu,Adrian Silisteanu,Claudia Silisteanu,17min,7.0,"Sporadic gunshots echo among the ruins of a village which, though abandoned, is an objective of great import for the authorities. This forces two young men to lead a hard negotiation, both for the fate of the settlement and for their own future."
tt10008772,Something,Short,Marinthia Gutierrez,Isobel Hyland,Sandra Itzel Licea,No especificado,No especificado,A young woman comes to terms with the death of her girlfriend.
tt10008784,Bull,Movie,Annie Silverstein,Annie Silverstein,No especificado,1h 48min,6.3,"In a near-abandoned subdivision west of Houston, a wayward teen runs headlong into her equally willful and unforgiving neighbor, an aging bull rider who's seen his best days in the arena; it's a collision that will change them both."
tt10009148,St. Louis Superman,Short,Sami Khan,King Bruce Franks III,No especificado,28min,6.7,"Bruce Franks Jr. is a 34-year-old battle rapper, Ferguson activist and state representative from St. Louis, Missouri. Known as Superman to his constituents, he is a political figure the likes of which you've never seen - full of contradictions and deep insights, who has overcome unspeakable loss to become one of the most exciting and unapologetic young leaders in the ... Leer todo"
tt10009434,Family Obligations,Movie,Kenneth R. Frank,No especificado,No especificado,No especificado,No especificado,No especificado
tt10011336,Lucky Grandma,Movie,Sasie Sealy,Banban Cheng,Sasie Sealy,1h 27min,6.3,"Ambientada en el barrio chino de la ciudad de Nueva York, una abuela china malhumorada y fumadora empedernida va por todo o nada en el casino, aterrizando en el lado equivocado de la suerte y en medio de una guerra de pandillas."
tt10013166,The Silver Lining,Short,Denis McArdle,No especificado,No especificado,No especificado,No especificado,No especificado
tt10011976,Agente Secret,Short,Eric Chan,Micah Burns,Eric Chan,11min,No especificado,Father and Son survive a difficult time through the use of their imagination.
tt10009878,Encrypted: The Cyber Crime,Movie,Anand Bhatt,No especificado,No especificado,No especificado,No especificado,No especificado
tt10011610,iParent,Short,Pasquale Avella,No especificado,No especificado,No especificado,No especificado,No especificado
tt10012688,Irish Splash,Short,Devon Perez,Devon Perez,Hart Perez,1min,No especificado,Irish Splash is a short film that reimagines whiskey as a cooking condiment.
tt10013072,Out and About Movie 2: Las Vegas Adventure,Movie,Brendan Mitchell,Brendan Mitchell,Gabriel Mercado,1h 18min,6.7,YouTubers Brendan Mitchell and his pint-sized sidekick Gabriel Mercado make their long-awaited return to Sin City. They double-down with new crew members and a mysterious fanny pack.
tt10010836,How Father Lawrence Briefly Considered a Career in Landscaping,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10010790,Under Cover Comic,Short,Bobby Friedman,No especificado,No especificado,No especificado,No especificado,No especificado
tt10009332,The Right Reasons,Short,Logan Yuzna,No especificado,No especificado,No especificado,No especificado,No especificado
tt10014328,Uncertainship,Short,Amanda Hinkley,No especificado,No especificado,No especificado,No especificado,No especificado
tt10014508,Girls Gone Camping,Short,Lisa Crnic,Lisa Crnic,Eirinn Disbrow,7min,No especificado,"Three social media obsessed girls attempt to go camping in the desert, but things take a dark turn when their cell phones go missing and they are forced to survive without them."
tt10032774,The Keyboard Warrior,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10038028,The Struggle,Movie,Robert L. Parker III,No especificado,No especificado,No especificado,No especificado,No especificado
tt10037312,Bring Me the Head of Jade Brooks,Movie,June Daguiso,No especificado,No especificado,No especificado,No especificado,No especificado
tt10039400,Hunted,Short,Thomas John Jones,No especificado,No especificado,No especificado,No especificado,No especificado
tt10042002,Hi Facebook,Short,Samuel Anakwa,No especificado,No especificado,No especificado,No especificado,No especificado
tt10041958,"In Our Blood - El Legado, Jorge Lorenzo",Movie,Toby Burnett,No especificado,No especificado,No especificado,No especificado,No especificado
tt10041480,Reapers - First Strike,Short,Alix Sureda Sanchez,No especificado,No especificado,No especificado,No especificado,No especificado
tt10042036,Nano,Short,Alan E Olivas,No especificado,No especificado,No especificado,No especificado,No especificado
tt10043054,Weird City: Beast Mode,Short,Sarah Turi,No especificado,No especificado,No especificado,No especificado,No especificado
tt10050274,Mystified,Movie,Mark A. Reyes,Mark A. Reyes,Marijoy Valenzuela,1h 26min,6.2,The four friends reunite once more after the witch Hellga (Sunshine Cruz) vows to eliminate the non-magical beings with help from other evil forces.
tt10055866,Toth: When I Awoke,Short,Mu Tunc,No especificado,No especificado,No especificado,No especificado,No especificado
tt10056510,Dharmaprabhu,Movie,S. Muthukumaran,Yogi Babu,Ashiq Hussain,2h 27min,4.9,Lord Shiva accuses Yama for saving the life of a criminal-politician when the latter tries to stop a little girl from dying. Yama is given a few days' time to rectify his action.
tt10055160,Thirsty,Short,Nicole Delaney,Nicole Delaney,Sonya Goddy,12min,6.0,"THIRSTY tells the story of a mosquito who falls in love with a man after she tastes his blood. Through her eyes we explore the ups and downs of sex, intimacy, love, and a bug's unflinching desire to feel human."
tt10060094,The Knight Before Christmas,Movie,Monika Mitchell,No especificado,No especificado,No especificado,No especificado,No especificado
tt10062474,Unmadiyude Maranam,Movie,Sanal Kumar Sasidharan,No especificado,No especificado,No especificado,No especificado,No especificado
tt10064094,Little Boy,Short,Adam L. Griffith,No especificado,No especificado,No especificado,No especificado,No especificado
tt10077706,Meathook Massacre: The Final Chapter,Movie,Dustin Ferguson,No especificado,No especificado,No especificado,No especificado,No especificado
tt10077636,Poppycock,Short,Kelly Polk,No especificado,No especificado,No especificado,No especificado,No especificado
tt10078826,Spitting Image,Short,Will Ilgen,No especificado,No especificado,No especificado,No especificado,No especificado
tt10078664,Moon of the Blood Beast,Movie,Dustin Ferguson,No especificado,No especificado,No especificado,No especificado,No especificado
tt10079814,Quitter,Short,Lee Boxleitner,Lee Boxleitner,Sam Boxleitner,12min,5.6,"When Jenna's hypnotherapy goes horribly wrong, she is forced to make a terrifying decision. Give in - Or give up."
tt10078894,Deadly Playthings,Movie,Mark Polonia,Titus Himmelberger,Lilace Mellin Guignard,1h 16min,2.8,"A child's mysterious doll, once home to restless and disembodied spirits, is handed down to the occupants of a new home. The doll, found hidden in the dark recesses of the basement, is adopted by a lonely, near mute, wheel-chair bound girl. Soon the loving family is thrown into a living hell. But the violent deaths and supernatural occurrences bring the doll back into... Leer todo"
tt10081446,Black Ice,Short,Christopher Goodman,Mel Barnes,Christopher Goodman,No especificado,No especificado,A British expedition to Antarctica goes terribly wrong. Carter and Williams must seek shelter in the hull of a ship where dark things are about to happen.
tt10086844,The Veil,Short,Aaron Richardson,No especificado,No especificado,No especificado,No especificado,No especificado
tt10085422,A Woman's Gift,Short,Cheng Chen,Cheng Chen,Roderick Rascoe,No especificado,No especificado,A submissive housewife plunges into despair after a failed pregnancy and her husband's affair.
tt10086294,Shiver,Short,James Coleman,No especificado,No especificado,No especificado,No especificado,No especificado
tt10087656,Russian sleep experiment,Short,Sergey A.,No especificado,No especificado,No especificado,No especificado,No especificado
tt10090626,Alien: Ore,Short,Kailey Spear,Kailey Spear,Sam Spear,11min,6.5,"When her shift uncovers the death of a fellow miner under mysterious circumstances, a hard-working miner of a planet mining colony is forced to choose between escape or defying management orders and fight for the safety of her family."
tt10091348,Darker Skies,Short,Genixo,No especificado,No especificado,No especificado,No especificado,No especificado
tt10093862,The Devil's Harmony,Short,Dylan Holmes Williams,Dylan Holmes Williams,No especificado,14min,6.4,Revenge is best served a cappella. A bullied teenage girl leads a glee club on a trail of destruction against her high school enemies.
tt10094278,Luna di morte,Short,Matti Soikkeli,No especificado,No especificado,No especificado,No especificado,No especificado
tt10092616,Herman,Short,Eric Bodge,No especificado,No especificado,No especificado,No especificado,No especificado
tt10072442,Rive-Sud Origine,Movie,Jean-Charles Moyen,Jean-Charles Moyen,No especificado,1h 10min,No especificado,"The investigations of two special agents who work in unclassified cases related to UFOs and extraterrestrial abductions. Their investigations take place in Quebec, and elsewhere, but the main place of history is at Mont Saint-Hilaire."
tt10076098,Thief,Short,Hari Ramesh,No especificado,No especificado,No especificado,No especificado,No especificado
tt10081728,Santamaria,Movie,Alex Cherney,No especificado,No especificado,No especificado,No especificado,No especificado
tt10085840,30 Days a Week,Short,Mahmoodreza Esmailizand,No especificado,No especificado,No especificado,No especificado,No especificado
tt10082716,Surprise,Short,Jandae Percem,No especificado,No especificado,No especificado,No especificado,No especificado
tt10086852,Come Together,Short,Jacob Wood,No especificado,No especificado,No especificado,No especificado,No especificado
tt10087630,Beyond the Leaves,Short,Jake Jones,No especificado,No especificado,No especificado,No especificado,No especificado
tt10089692,On the Way,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10091514,Huaquero: Profano de las Sombras,Movie,Adrian Mora,No especificado,No especificado,No especificado,No especificado,No especificado
tt10038254,Tap Tap Tap,Short,Michael Ballard,No especificado,No especificado,No especificado,No especificado,No especificado
tt10039726,Une fille et des garçons,Short,Téo Yacoub,No especificado,No especificado,No especificado,No especificado,No especificado
tt10044704,Between Maybes,Movie,Jason Paul Laxamana,No especificado,No especificado,No especificado,No especificado,No especificado
tt10041808,Geethanjali,Short,Sachin Dheeraj,Sachin Dheeraj,Filip Kovacevic,30min,No especificado,Prakash and Geethanjali meet through uncertain circumstances and over the course of a single night embark on a revelatory and lasting adventure.
tt10062650,O Olho e a Faca,Movie,Paulo Sacramento,Eduardo Benaim,Paulo Sacramento,1h 39min,5.8,"After a controversial promotion, Roberto faces a gradual process of isolation from his colleagues at an oil rig."
tt10063022,Whiteout,Short,Lance Edmands,Lance Edmands,Sarah Tihany,11min,6.3,"When a young couple encounters a strange old man wandering in a snowstorm, they must decide if he needs help, or if he has more sinister intentions."
tt10060930,The Office Is Mine,Short,Michael Varrati,Michael Varrati,Ben Baur,14min,6.3,"When a new hire seemingly threatens his social standing at work, Zac begins to unravel. Fueled by paranoia that he's being replaced, Zac sets on a collision course with the newcomer, ready to prove the office isn't big enough for them both."
tt10064952,Circadia,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10065976,Ningen shikkaku: Dazai Osamu to 3-nin no onnatachi,Movie,Mika Ninagawa,No especificado,No especificado,No especificado,No especificado,No especificado
tt10065998,Out of the Forest,Short,Filip Zapeca,No especificado,No especificado,No especificado,No especificado,No especificado
tt10069142,Paralelos,Short,David Hebrero,No especificado,No especificado,No especificado,No especificado,No especificado
tt10070716,She's Waiting,Short,Logan McPheat,No especificado,No especificado,No especificado,No especificado,No especificado
tt10066354,My Secret,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10070310,Play Me,Short,Jimi Colzato,Jimi Colzato,Phoenix Cross,No especificado,No especificado,A group of teenage friends hear of an urban legend of a cursed DVD. If you watch you disappear. So they decide to test this for themselves.
tt10073120,The Force of Nature,Short,Venla Santalahti,No especificado,No especificado,No especificado,No especificado,No especificado
tt10073880,Buffalo and Trout,Short,Presley Paras,No especificado,No especificado,No especificado,No especificado,No especificado
tt10098776,Skeletons,Short,Richard Hunter,No especificado,No especificado,No especificado,No especificado,No especificado
tt10101806,La dona il·legal,Movie,Ramon Térmens,Daniel Faraldo,No especificado,1h 59min,6.3,La vida de un abogado de inmigración cambia radicalmente cuando su nuevo cliente aparece muerto en circunstancias sospechosas dentro de un CIE.
tt10103028,Blindfire,Movie,Michael Nell,No especificado,No especificado,No especificado,No especificado,No especificado
tt10102402,Berliner,Movie,Marian Crisan,Gabriel Andronache,Marian Crisan,1h 33min,6.4,"A high-profile politician running for the EU Parliament meets a tractor driver, teaming up during the election campaign in a small Romanian town."
tt10102746,The Forgotten,Movie,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10105488,Dependence,Short,Aneel Ahmad,No especificado,No especificado,No especificado,No especificado,No especificado
tt10110614,Apples,Movie,Christos Nikou,Christos Nikou,Stavros Raptis,1h 31min,6.8,"En medio de una pandemia que causa amnesia repentina, Aris, se encuentra inscrito en un programa de recuperación, diseñado para ayudar a los pacientes no reclamados a construir nuevas identidades."
tt10106540,Jericho,Short,Tiffany Joy Taylor,James Michael Douglas,Mary Lockwood,No especificado,No especificado,An amateur boxer must overcome her family's discouragement to seek a career in pro boxing.
tt10107260,The Burning of Mary,Short,Gareth James,No especificado,No especificado,No especificado,No especificado,No especificado
tt10109698,Road Runner,Short,Jason Allen,No especificado,No especificado,No especificado,No especificado,No especificado
tt10112032,Askedager,Movie,Kjetil Engh Aasen,No especificado,No especificado,No especificado,No especificado,No especificado
tt10111546,Love Sex Soprano,Short,Sreemoyee Bhattacharya,No especificado,No especificado,No especificado,No especificado,No especificado
tt10115320,Bombs Bursting in Air,Short,Lidiya Korotko,No especificado,No especificado,No especificado,No especificado,No especificado
tt10117768,Schwesterlein,Movie,Stéphanie Chuat,Stéphanie Chuat,No especificado,1h 39min,6.7,"Lisa has bid goodbye to her ambitions as a playwright and the Berlin arts scene and now lives in Switzerland with her husband, who runs an international school. When her twin brother falls ill, she returns to Berlin."
tt10116384,Toxic,Short,Mike Manning,Mike Manning,Tom Anderson,No especificado,4.9,"When Darren agrees to give Irene a ride to a birthday party, we journey into the depths of his fragile ego as it becomes clear that the evening will fall short of his deluded expectations."
tt10120260,Analog Rainbow,Short,Henry Czerwonka,No especificado,No especificado,No especificado,No especificado,No especificado
tt10121110,A Arte de Morrer Longe,Movie,Júlio Alves,Júlio Alves,No especificado,1h 31min,6.7,"Can a turtle, the most pacific animal on earth, start a range of significant events that are going to forever change a couple's life? After dividing all their assets, Arnaldo e Barbara still have one decision to make before they formalize their separation: what to do with the turtle? Amongst hesitation and failed solutions, unintended burglaries, police stations, plas... Leer todo"
tt10123970,Mother's Child,Movie,Swaylee Loughnane,Alan Colegrave,Paul Gardner,2h 7min,5.2,A couple mutually decide to give their baby up for adoption to go back to living their separate lives.
tt10125954,The Peace of Wild Things,Short,Brian Knight,No especificado,No especificado,No especificado,No especificado,No especificado
tt10123128,Adnan,Short,Steven Chatterton,Steven Chatterton,Mark Arrigo,15min,7.2,"'Adnan' is the story of an imaginative ten year old Syrian refugee boy who has had to flee his home country with his mother after the rest of their family were killed and their neighbourhood destroyed. Now settled in the UK, he must use all his creativity to break through his mother's PTSD or risk losing her forever."
tt10122618,Gondi,Movie,Fakhrul Arefeen Khan,Fakhrul Arefeen Khan,Suvojit Roy,1h 52min,6.6,"How friendship is meaningful in our life? Does it has any barrier by thought? Age, Color, race or religion? Let's make friendship universal -a circle free for better humanity."
tt10125722,From Gringo to Grave,Short,Jacob Stuart,No especificado,No especificado,No especificado,No especificado,No especificado
tt10127760,Fishing and Fishermen's Conversations,Movie,Milan Trenc,Petar Hektorovic,Milan Trenc,1h 37min,7.4,"A nobleman poet embarks on a boat trip with two local fishermen. As they hop the bucolic islands, he recalls his youthful tragic love and his artistic impotence while the uneasy relationship with common fishermen evolves.."
tt10132068,Maryjki,Movie,Daria Woszek,Sylwester Piechura,Aleksandra Swierk,1h 20min,5.9,María es solo una trabajadora solitaria de una pequeña tienda de comestibles que vive una vida libre de pecado.
tt10131182,One Last Time,Short,Kyle Bastin,Kyle Bastin,No especificado,15min,No especificado,"""One Last Time"" tells the story of Henry Bennett, a debt collector with one last job to do before he is free from his greedy employer, Mr. Otto. When Henry encounters a struggling family on their last leg, he must decide to take their money and be free, or let them go and face the consequences himself."
tt10151804,Shades of the Ranebo,Short,Harrison Houde,Harrison Houde,Dakota Daulby,10min,No especificado,"An experimental exploration of an artist's innocence, BLUE finds a way to see the outside world for the first time with the help from an eccentric therapist."
tt10150776,Red,Short,Frances Wilkerson,No especificado,No especificado,No especificado,No especificado,No especificado
tt10152722,"Wanda, mein Wunder",Movie,Bettina Oberli,Cooky Ziesche,Bettina Oberli,1h 51min,6.4,"Wanda, a Polish woman, takes care of 70-year-old Joseph in his family villa on the lake. She is always there for him and also helps his wife Elsa. The work is poorly paid, but Wanda needs the money for her family."
tt10157810,Fjols til Fjells,Movie,Petter Holmsen,No especificado,No especificado,No especificado,No especificado,No especificado
tt10161886,The Prom,Movie,Ryan Murphy,Bob Martin,Chad Beguelin,2h 10min,5.9,Un grupo de estrellas del teatro se reúne en una localidad conservadora de Indiana para apoyar a una estudiante que quiere llevar a su novia al baile de graduación.
tt10166648,Fair Haven,Movie,Samantha Nolte,No especificado,No especificado,No especificado,No especificado,No especificado
tt10167478,Rebirth,Short,Cole Ryan Brewer,No especificado,No especificado,No especificado,No especificado,No especificado
tt10168672,Gli infedeli,Movie,Stefano Mordini,Filippo Bologna,Riccardo Scamarcio,1h 28min,4.8,"From campy lies to sexy surprises, this collection of vignettes captures the follies of several men as they fumble with fidelity and relationships."
tt10165742,Fantasy,Short,Kasey Quinn,No especificado,No especificado,No especificado,No especificado,No especificado
tt10171474,Tyler,Short,Joel Junior,No especificado,No especificado,No especificado,No especificado,No especificado
tt10174310,Pink Pool,Short,Milda Baginskaite,No especificado,No especificado,No especificado,No especificado,No especificado
tt10171574,Huida del Nido,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10182460,Achan and Ezra,Short,Yan Fisher-Romanovsky,No especificado,No especificado,No especificado,No especificado,No especificado
tt10182416,The Love Prank,Short,Brandon Colby Cook,Ray James,Violetta Pioro,14min,No especificado,"Stuck in the friend zone, a young woman secretly attempts to win her BFF's heart by helping him hatch a scheme that will end his cheating fiancée's steamy affair."
tt10477482,Last Trial: A Star Wars Collateral Story,Short,Marino Darés,No especificado,No especificado,No especificado,No especificado,No especificado
tt10516176,Steel Rain 2,Movie,Woo-seok Yang,Angus Macfadyen,Kristen Dalton,2h 12min,6.2,"Durante una cumbre por la paz en la península coreana entre Corea del Sur, Corea del Norte y los Estados Unidos de Norteamérica, fuerzas desconocidas secuestran a los presidentes, poniendo al mundo al borde de la guerra total."
tt10520114,Lil' Balzac 2,Short,Angus Kittler Reid,Austin Rice,Alex Passino,42min,8.5,Lil' Balzac unwittingly agrees to be the getaway driver for a rugged bank heist crew.
tt10530090,Queen of the Trap House,Movie,Jeff Profitt,No especificado,No especificado,No especificado,No especificado,No especificado
tt10533822,El Borracho: El vino viejo es el más peleón,Short,Dani Medina,Dani Medina,No especificado,No especificado,No especificado,
tt10535026,City Rush,Short,George Tounas,No especificado,No especificado,No especificado,No especificado,No especificado
tt10538822,Agnee 3,Movie,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10540386,Bou - The Wife,Movie,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10542186,Genadeloos 2: Amber,Movie,Jelle Berlijn,Raines Castle,Stephan Engelhardt,No especificado,8.4,"Threatened, hunted down and her mother kidnapped by Fargon. Merciless, Amber strikes back. This time with some very unexpected help. Will she survive once again? Will she find her mother? A new dangerous game starts."
tt10551180,Virtue,Short,Josh Gardiner,No especificado,No especificado,No especificado,No especificado,No especificado
tt10553722,Buddy Cops; The Stakeout,Short,Madison Strain,Raymond Roberson,No especificado,No especificado,No especificado,"Detectives, John Barrow and Jackson Slate, are two new partners working a case. While on a stakeout, their case takes a turn that sends them spiraling through a series of events straight out of their favorite action movies."
tt10558706,Commandos: The Mission,Movie,Hanro Smitsman,Mischa Alexander,Boudewijn Rosenmuller,1h 27min,6.4,"Six Dutch Commandos, commanded by John de Koning and stationed in Mali, are sent to Nigeria under American orders to free the son of a wealthy Nigerian oil family from Boko Haram rebels. When the team finds out that the man is not a hostage but actually working with the terrorists - and unexpectedly find themselves responsible for a group of teenage schoolgirls - the ... Leer todo"
